session_id,image_path,image_group,frame_id,detection_id,source_type,class_id,class_name,confidence,old_status,new_status,old_reject_reason,new_reject_reason,original_class_id,original_class_name,new_class_id,new_class_name,corrected_class_id,corrected_class_name,class_corrected_by_color,correction_reason,color_correction_score,review_candidate,review_reason,mask_density,mask_area,box_area,red_ratio,orange_ratio,warm_ratio,green_yellow_ratio,bbox_x,bbox_y,bbox_w,bbox_h,promoted_by_policy,promotion_reason,heuristic_type,anchor_detection_id,anchor_bunch_class,anchor_bunch_confidence,child_detection_ids,child_count,weak_child_count,strong_child_count,weighted_child_count,ripe_evidence_score,unripe_evidence_score,dominant_maturity,heuristic_score,bbox_source
session_20260630_103628,images_ok_raw/ok_20260630_103644_000003.jpg,images_ok_raw,3,7,model,2,unripe,0.87235,weak,color_corrected,weak/noise bad_color gy=0.08,unripe_to_ripe_by_mask_color,2,unripe,1,ripe,1,ripe,True,unripe_to_ripe_by_mask_color,0.840467,False,,0.6875,17600.0,24018.9375,0.0,0.918288,0.918288,0.077821,339.0625,312.625,151.0625,159.0,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103645_000004.jpg,images_ok_raw,4,2,model,2,unripe,0.914901,strong,color_corrected,,unripe_to_ripe_by_mask_color,2,unripe,1,ripe,1,ripe,True,unripe_to_ripe_by_mask_color,0.792373,False,,0.736842,16128.0,19718.4375,0.029661,0.855932,0.885593,0.09322,356.6875,312.5625,142.5,138.375,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103646_000005.jpg,images_ok_raw,5,9,model,2,unripe,0.836555,weak,color_corrected,weak/noise conf 0.84<0.85 bad_color gy=0.05,unripe_to_ripe_by_mask_color,2,unripe,1,ripe,1,ripe,True,unripe_to_ripe_by_mask_color,0.887446,False,,0.710526,15552.0,19774.570312,0.025974,0.91342,0.939394,0.051948,516.65625,434.03125,141.53125,139.71875,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103647_000006.jpg,images_ok_raw,6,7,model,2,unripe,0.924689,weak,color_corrected,weak/noise bad_color gy=0.05,unripe_to_ripe_by_mask_color,2,unripe,1,ripe,1,ripe,True,unripe_to_ripe_by_mask_color,0.939815,False,,0.807407,13952.0,16805.347656,0.0,0.990741,0.990741,0.050926,514.21875,600.21875,140.59375,119.53125,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103649_000008.jpg,images_ok_raw,8,5,model,2,unripe,0.877479,weak,color_corrected,weak/noise bad_color gy=0.07,unripe_to_ripe_by_mask_color,2,unripe,1,ripe,1,ripe,True,unripe_to_ripe_by_mask_color,0.917355,False,,0.716374,15680.0,19407.09375,0.004132,0.979339,0.983471,0.066116,548.1875,217.0625,140.25,138.375,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103653_000011.jpg,images_ok_raw,11,4,model,2,unripe,0.674908,weak,color_corrected,weak/noise conf 0.67<0.85 bad_color gy=0.05,unripe_to_ripe_by_mask_color,2,unripe,1,ripe,1,ripe,True,unripe_to_ripe_by_mask_color,0.7678579999999999,False,,0.70979,12992.0,16459.523438,0.416667,0.404762,0.821429,0.053571,0.0,456.75,80.4375,204.625,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103654_000012.jpg,images_ok_raw,12,4,model,2,unripe,0.851956,weak,color_corrected,weak/noise bad_color gy=0.00,unripe_to_ripe_by_mask_color,2,unripe,1,ripe,1,ripe,True,unripe_to_ripe_by_mask_color,0.957447,False,,0.692308,6336.0,7574.238281,0.87234,0.085106,0.957447,0.0,329.4375,151.75,99.375,76.21875,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103654_000012.jpg,images_ok_raw,12,13,model,2,unripe,0.677474,weak,color_corrected,weak/noise conf 0.68<0.85 bad_color gy=0.02,unripe_to_ripe_by_mask_color,2,unripe,1,ripe,1,ripe,True,unripe_to_ripe_by_mask_color,0.852459,False,,0.636364,4480.0,5377.011719,0.114754,0.754098,0.868852,0.016393,225.59375,239.9375,73.375,73.28125,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103655_000013.jpg,images_ok_raw,13,2,model,2,unripe,0.836555,weak,color_corrected,weak/noise conf 0.84<0.85 bad_color gy=0.00,unripe_to_ripe_by_mask_color,2,unripe,1,ripe,1,ripe,True,unripe_to_ripe_by_mask_color,0.960526,False,,0.630769,5248.0,6360.449219,0.868421,0.092105,0.960526,0.0,43.984375,167.4375,92.515625,68.75,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103655_000013.jpg,images_ok_raw,13,6,model,2,unripe,0.81048,weak,color_corrected,weak/noise conf 0.81<0.85 bad_color gy=0.00,unripe_to_ripe_by_mask_color,2,unripe,1,ripe,1,ripe,True,unripe_to_ripe_by_mask_color,0.98,False,,0.6625,3392.0,3474.421631,0.98,0.0,0.98,0.0,686.21875,478.40625,68.609375,50.640625,False,,,,,,,,,,,,,,,
