session_id,image_path,image_group,frame_id,detection_id,source_type,class_id,class_name,confidence,old_status,new_status,old_reject_reason,new_reject_reason,original_class_id,original_class_name,new_class_id,new_class_name,corrected_class_id,corrected_class_name,class_corrected_by_color,correction_reason,color_correction_score,review_candidate,review_reason,mask_density,mask_area,box_area,red_ratio,orange_ratio,warm_ratio,green_yellow_ratio,bbox_x,bbox_y,bbox_w,bbox_h,promoted_by_policy,promotion_reason,heuristic_type,anchor_detection_id,anchor_bunch_class,anchor_bunch_confidence,child_detection_ids,child_count,weak_child_count,strong_child_count,weighted_child_count,ripe_evidence_score,unripe_evidence_score,dominant_maturity,heuristic_score,bbox_source
session_20260630_103628,images_ok_raw/ok_20260630_103642_000001.jpg,images_ok_raw,1,0,model,1,ripe,0.795658,weak,review,weak/noise conf 0.80<0.80,near_threshold_ripe_color_mask_support,1,ripe,1,ripe,,,False,,,True,near_threshold_ripe_color_mask_support,0.758824,8256.0,9307.879883,0.862903,0.08871,0.951613,0.048387,308.9375,646.59375,128.21875,72.59375,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103642_000001.jpg,images_ok_raw,1,1,model,2,unripe,0.233709,noise,noise,weak/noise conf 0.23<0.85,,2,unripe,2,unripe,,,False,,,False,,0.65,4992.0,6066.958008,0.0,0.0,0.0,1.0,503.15625,547.5,71.71875,84.59375,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103642_000001.jpg,images_ok_raw,1,2,model,2,unripe,0.205615,noise,noise,weak/noise conf 0.21<0.85 roi,,2,unripe,2,unripe,,,False,,,False,,0.787879,3328.0,3707.129883,0.0,0.0,0.0,1.0,504.421875,672.390625,80.140625,46.257812,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103643_000002.jpg,images_ok_raw,2,0,model,1,ripe,0.924145,strong,strong,,,1,ripe,1,ripe,,,False,,,False,,0.801587,12928.0,15193.707031,0.990099,0.0,0.990099,0.0,0.28125,0.0,107.28125,141.625,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103643_000002.jpg,images_ok_raw,2,1,model,2,unripe,0.894052,strong,strong,,,2,unripe,2,unripe,,,False,,,False,,0.774854,16960.0,20176.160156,0.0,0.072165,0.072165,0.958763,0.3125,572.1875,138.015625,146.1875,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103643_000002.jpg,images_ok_raw,2,2,model,3,unripe bunch,0.775945,strong,strong,,,3,unripe bunch,3,unripe bunch,,,False,,,False,,0.183457,47552.0,252015.96875,0.0,0.077406,0.077406,0.947699,1.25,0.0,350.875,718.25,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103643_000002.jpg,images_ok_raw,2,3,model,2,unripe,0.827826,weak,review,weak/noise conf 0.83<0.85,near_threshold_unripe_color_mask_support,2,unripe,2,unripe,,,False,,,True,near_threshold_unripe_color_mask_support,0.691176,15040.0,19706.164062,0.0,0.0,0.0,1.0,78.8125,481.625,149.75,131.59375,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103643_000002.jpg,images_ok_raw,2,4,model,2,unripe,0.791821,weak,weak,weak/noise conf 0.79<0.85,,2,unripe,2,unripe,,,False,,,False,,0.689076,10496.0,12869.014648,0.0,0.0,0.0,1.0,195.914062,273.9375,125.398438,102.625,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103643_000002.jpg,images_ok_raw,2,5,model,2,unripe,0.756356,weak,weak,weak/noise conf 0.76<0.85,,2,unripe,2,unripe,,,False,,,False,,0.622727,8768.0,12469.734375,0.0,0.0,0.0,1.0,0.0,320.75,80.0625,155.75,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103643_000002.jpg,images_ok_raw,2,6,model,2,unripe,0.680029,weak,weak,weak/noise conf 0.68<0.85,,2,unripe,2,unripe,,,False,,,False,,0.673684,20480.0,27864.941406,0.0,0.212219,0.212219,0.96463,125.5,70.75,145.9375,190.9375,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103643_000002.jpg,images_ok_raw,2,7,model,1,ripe,0.662797,weak,weak,weak/noise conf 0.66<0.80,,1,ripe,1,ripe,,,False,,,False,,0.722727,20352.0,25609.882812,0.704403,0.295597,1.0,0.0,0.9375,126.5,168.46875,152.015625,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103643_000002.jpg,images_ok_raw,2,8,model,2,unripe,0.495117,weak,weak,weak/noise conf 0.50<0.85 bad_color gy=0.00,,2,unripe,2,unripe,,,False,,,False,,0.759524,20416.0,25680.375,0.702194,0.297806,1.0,0.0,0.0,126.890625,168.0,152.859375,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103643_000002.jpg,images_ok_raw,2,9,model,2,unripe,0.32595,weak,weak,weak/noise conf 0.33<0.85,,2,unripe,2,unripe,,,False,,,False,,0.781046,15296.0,17595.808594,0.0,0.0,0.0,1.0,107.4375,355.90625,135.125,130.21875,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103643_000002.jpg,images_ok_raw,2,10,model,2,unripe,0.229537,noise,noise,weak/noise conf 0.23<0.85 roi,,2,unripe,2,unripe,,,False,,,False,,0.875,1344.0,1391.749512,0.0,0.904762,0.904762,0.52381,0.0,660.039062,23.210938,59.960938,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103643_000002.jpg,images_ok_raw,2,11,model,2,unripe,0.155589,noise,noise,weak/noise conf 0.16<0.85 roi,,2,unripe,2,unripe,,,False,,,False,,0.923077,4608.0,4088.722412,0.0,0.0,0.0,1.0,198.96875,674.804688,90.71875,45.070312,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103644_000003.jpg,images_ok_raw,3,0,model,1,ripe,0.950414,strong,strong,,,1,ripe,1,ripe,,,False,,,False,,0.663004,23168.0,30768.867188,0.747875,0.226629,0.974504,0.0,537.9375,133.6875,199.3125,154.375,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103644_000003.jpg,images_ok_raw,3,1,model,1,ripe,0.929438,strong,strong,,,1,ripe,1,ripe,,,False,,,False,,0.690625,14144.0,18445.298828,0.981735,0.0,0.981735,0.0,435.8125,30.46875,122.6875,150.34375,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103644_000003.jpg,images_ok_raw,3,2,model,1,ripe,0.912434,strong,strong,,,1,ripe,1,ripe,,,False,,,False,,0.652083,20032.0,27979.84375,0.967846,0.016077,0.983923,0.0,307.75,173.6875,182.09375,153.65625,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103644_000003.jpg,images_ok_raw,3,3,model,1,ripe,0.908615,strong,strong,,,1,ripe,1,ripe,,,False,,,False,,0.595238,22400.0,33230.050781,0.979943,0.005731,0.985673,0.0,187.625,53.1875,156.46875,212.375,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103644_000003.jpg,images_ok_raw,3,4,model,1,ripe,0.902611,strong,strong,,,1,ripe,1,ripe,,,False,,,False,,0.72807,15936.0,19866.054688,0.971888,0.02008,0.991968,0.0,543.375,0.65625,133.75,148.53125,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103644_000003.jpg,images_ok_raw,3,5,model,2,unripe,0.886417,strong,strong,,,2,unripe,2,unripe,,,False,,,False,,0.697531,14464.0,18775.199219,0.0,0.0,0.0,0.987261,659.375,482.03125,139.625,134.46875,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103644_000003.jpg,images_ok_raw,3,6,model,2,unripe,0.860601,strong,strong,,,2,unripe,2,unripe,,,False,,,False,,0.642857,22464.0,31951.123047,0.003185,0.079618,0.082803,0.964968,696.125,74.46875,160.9375,198.53125,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103644_000003.jpg,images_ok_raw,3,7,model,2,unripe,0.87235,weak,color_corrected,weak/noise bad_color gy=0.08,unripe_to_ripe_by_mask_color,2,unripe,1,ripe,1,ripe,True,unripe_to_ripe_by_mask_color,0.840467,False,,0.6875,17600.0,24018.9375,0.0,0.918288,0.918288,0.077821,339.0625,312.625,151.0625,159.0,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103644_000003.jpg,images_ok_raw,3,8,model,2,unripe,0.844924,weak,review,weak/noise conf 0.84<0.85,near_threshold_unripe_color_mask_support,2,unripe,2,unripe,,,False,,,True,near_threshold_unripe_color_mask_support,0.786842,19136.0,22812.955078,0.0,0.0,0.0,1.0,680.78125,338.0,152.53125,149.5625,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103644_000003.jpg,images_ok_raw,3,9,model,2,unripe,0.833324,weak,review,weak/noise conf 0.83<0.85,near_threshold_unripe_color_mask_support,2,unripe,2,unripe,,,False,,,True,near_threshold_unripe_color_mask_support,0.747863,11200.0,13981.214844,0.0,0.0,0.0,1.0,758.5,272.125,135.125,103.46875,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103644_000003.jpg,images_ok_raw,3,10,model,2,unripe,0.814053,weak,review,weak/noise conf 0.81<0.85,near_threshold_unripe_color_mask_support,2,unripe,2,unripe,,,False,,,True,near_threshold_unripe_color_mask_support,0.76,19456.0,23749.679688,0.0,0.045714,0.045714,0.96,565.5625,564.125,153.96875,154.25,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103644_000003.jpg,images_ok_raw,3,11,model,2,unripe,0.782663,weak,weak,weak/noise conf 0.78<0.85,,2,unripe,2,unripe,,,False,,,False,,0.708333,22848.0,28292.21875,0.0,0.015385,0.015385,1.0,470.59375,317.484375,177.78125,159.140625,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103644_000003.jpg,images_ok_raw,3,12,model,3,unripe bunch,0.567937,weak,weak,weak/noise conf 0.57<0.70,,3,unripe bunch,3,unripe bunch,,,False,,,False,,0.103507,58368.0,554491.25,0.059016,0.039344,0.098361,0.836066,176.25,13.0,788.75,703.0,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103644_000003.jpg,images_ok_raw,3,13,model,2,unripe,0.426322,weak,weak,weak/noise conf 0.43<0.85 roi,,2,unripe,2,unripe,,,False,,,False,,0.725926,6272.0,7001.762695,0.0,0.842697,0.842697,0.258427,494.8125,651.523438,106.125,65.976562,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103644_000003.jpg,images_ok_raw,3,14,model,2,unripe,0.236519,noise,noise,weak/noise conf 0.24<0.85 roi,,2,unripe,2,unripe,,,False,,,False,,0.782895,7616.0,8826.492188,0.0,0.0,0.0,1.0,711.0625,657.34375,143.8125,61.375,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103645_000004.jpg,images_ok_raw,4,0,model,1,ripe,0.919646,strong,strong,,,1,ripe,1,ripe,,,False,,,False,,0.713462,23744.0,30210.355469,0.830986,0.149296,0.980282,0.0,550.25,135.0625,198.875,151.90625,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103645_000004.jpg,images_ok_raw,4,1,model,1,ripe,0.919067,strong,strong,,,1,ripe,1,ripe,,,False,,,False,,0.749226,15488.0,18760.570312,0.991667,0.0,0.991667,0.0,557.5625,0.59375,128.25,146.28125,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103645_000004.jpg,images_ok_raw,4,2,model,2,unripe,0.914901,strong,color_corrected,,unripe_to_ripe_by_mask_color,2,unripe,1,ripe,1,ripe,True,unripe_to_ripe_by_mask_color,0.792373,False,,0.736842,16128.0,19718.4375,0.029661,0.855932,0.885593,0.09322,356.6875,312.5625,142.5,138.375,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103645_000004.jpg,images_ok_raw,4,3,model,1,ripe,0.913675,strong,strong,,,1,ripe,1,ripe,,,False,,,False,,0.65625,20160.0,27569.716797,0.958333,0.009615,0.967949,0.0,319.84375,174.0,181.15625,152.1875,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103645_000004.jpg,images_ok_raw,4,4,model,1,ripe,0.911177,strong,strong,,,1,ripe,1,ripe,,,False,,,False,,0.616071,22080.0,33163.980469,0.994152,0.0,0.994152,0.0,200.4375,53.5,155.5625,213.1875,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103645_000004.jpg,images_ok_raw,4,5,model,1,ripe,0.903973,strong,strong,,,1,ripe,1,ripe,,,False,,,False,,0.720395,14016.0,18796.34375,0.977064,0.0,0.977064,0.0,448.15625,33.3125,125.53125,149.734375,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103645_000004.jpg,images_ok_raw,4,6,model,2,unripe,0.8808,strong,strong,,,2,unripe,2,unripe,,,False,,,False,,0.687135,15040.0,19128.734375,0.0,0.0,0.0,0.982759,670.3125,483.015625,143.4375,133.359375,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103645_000004.jpg,images_ok_raw,4,7,model,2,unripe,0.86339,strong,strong,,,2,unripe,2,unripe,,,False,,,False,,0.763158,16704.0,19972.730469,0.0,0.0,0.0,1.0,688.0,350.71875,140.375,142.28125,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103645_000004.jpg,images_ok_raw,4,8,model,2,unripe,0.852937,strong,strong,,,2,unripe,2,unripe,,,False,,,False,,0.708333,22848.0,29330.044922,0.0,0.003215,0.003215,0.996785,481.3125,316.90625,183.0625,160.21875,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103645_000004.jpg,images_ok_raw,4,9,model,3,unripe bunch,0.713831,strong,strong,,,3,unripe bunch,3,unripe bunch,,,False,,,False,,0.091111,52416.0,558400.0,0.028213,0.009404,0.037618,0.758621,178.75,14.75,800.0,698.0,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103645_000004.jpg,images_ok_raw,4,10,model,2,unripe,0.834406,weak,review,weak/noise conf 0.83<0.85,near_threshold_unripe_color_mask_support,2,unripe,2,unripe,,,False,,,True,near_threshold_unripe_color_mask_support,0.630037,22016.0,31017.228516,0.003356,0.073826,0.077181,0.969799,710.28125,74.3125,155.71875,199.1875,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103645_000004.jpg,images_ok_raw,4,11,model,2,unripe,0.800692,weak,review,weak/noise conf 0.80<0.85,near_threshold_unripe_color_mask_support,2,unripe,2,unripe,,,False,,,True,near_threshold_unripe_color_mask_support,0.736842,17024.0,21921.564453,0.0,0.034884,0.034884,0.953488,577.625,568.25,145.71875,150.4375,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103645_000004.jpg,images_ok_raw,4,12,model,2,unripe,0.57081,weak,weak,weak/noise conf 0.57<0.85,,2,unripe,2,unripe,,,False,,,False,,0.713333,6848.0,8457.960938,0.0,0.768421,0.768421,0.378947,506.53125,643.3125,111.65625,75.75,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103645_000004.jpg,images_ok_raw,4,13,model,3,unripe bunch,0.448426,weak,weak,weak/noise conf 0.45<0.70,,3,unripe bunch,3,unripe bunch,,,False,,,False,,0.087757,25920.0,287512.5,0.0,0.0,0.0,0.974619,513.75,207.25,563.75,510.0,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103645_000004.jpg,images_ok_raw,4,14,model,2,unripe,0.324236,weak,weak,weak/noise conf 0.32<0.85,,2,unripe,2,unripe,,,False,,,False,,0.701681,10688.0,13427.164062,0.0,0.0,0.0,1.0,778.875,273.0,128.875,104.1875,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103646_000005.jpg,images_ok_raw,5,0,model,1,ripe,0.941223,strong,strong,,,1,ripe,1,ripe,,,False,,,False,,0.682018,19904.0,26326.535156,0.964516,0.012903,0.977419,0.0,479.0,299.96875,182.625,144.15625,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103646_000005.jpg,images_ok_raw,5,1,model,1,ripe,0.935349,strong,strong,,,1,ripe,1,ripe,,,False,,,False,,0.7,23296.0,30026.863281,0.80226,0.172316,0.974576,0.0,709.375,254.15625,198.15625,151.53125,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103646_000005.jpg,images_ok_raw,5,2,model,1,ripe,0.919067,strong,strong,,,1,ripe,1,ripe,,,False,,,False,,0.669444,15424.0,19655.917969,0.983264,0.008368,0.991632,0.0,711.75,117.0,132.140625,148.75,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103646_000005.jpg,images_ok_raw,5,3,model,1,ripe,0.918483,strong,strong,,,1,ripe,1,ripe,,,False,,,False,,0.592593,21504.0,31831.652344,0.985075,0.00597,0.991045,0.0,359.125,181.25,154.875,205.53125,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103646_000005.jpg,images_ok_raw,5,4,model,2,unripe,0.906652,strong,strong,,,2,unripe,2,unripe,,,False,,,False,,0.653846,22848.0,32496.193359,0.0,0.076159,0.076159,0.966887,865.21875,189.75,166.59375,195.0625,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103646_000005.jpg,images_ok_raw,5,5,model,1,ripe,0.896978,strong,strong,,,1,ripe,1,ripe,,,False,,,False,,0.700658,13632.0,17414.083984,0.971698,0.0,0.971698,0.0,604.375,156.40625,121.0625,143.84375,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103646_000005.jpg,images_ok_raw,5,6,model,0,eripe bunch,0.867486,strong,strong,,,0,eripe bunch,0,eripe bunch,,,False,,,False,,0.134133,64384.0,241397.15625,0.07855,0.024169,0.102719,0.63142,315.252502,90.830002,636.151245,379.465027,False,class_corrected_unripe_bunch_to_eripe_bunch_supported_by_ripe_singles,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103646_000005.jpg,images_ok_raw,5,7,model,2,unripe,0.841828,weak,review,weak/noise conf 0.84<0.85,near_threshold_unripe_color_mask_support,2,unripe,2,unripe,,,False,,,True,near_threshold_unripe_color_mask_support,0.688492,22208.0,28593.039062,0.0,0.003367,0.003367,1.0,643.28125,437.9375,182.59375,156.59375,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103646_000005.jpg,images_ok_raw,5,8,model,2,unripe,0.840784,weak,review,weak/noise conf 0.84<0.85,near_threshold_unripe_color_mask_support,2,unripe,2,unripe,,,False,,,True,near_threshold_unripe_color_mask_support,0.760234,16640.0,19643.738281,0.0,0.0,0.0,1.0,849.203125,460.09375,138.671875,141.65625,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103646_000005.jpg,images_ok_raw,5,9,model,2,unripe,0.836555,weak,color_corrected,weak/noise conf 0.84<0.85 bad_color gy=0.05,unripe_to_ripe_by_mask_color,2,unripe,1,ripe,1,ripe,True,unripe_to_ripe_by_mask_color,0.887446,False,,0.710526,15552.0,19774.570312,0.025974,0.91342,0.939394,0.051948,516.65625,434.03125,141.53125,139.71875,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103646_000005.jpg,images_ok_raw,5,10,model,2,unripe,0.819894,weak,review,weak/noise conf 0.82<0.85,near_threshold_unripe_color_mask_support,2,unripe,2,unripe,,,False,,,True,near_threshold_unripe_color_mask_support,0.774074,13376.0,15315.371094,0.0,0.0,0.0,0.971831,835.484375,604.25,134.640625,113.75,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103646_000005.jpg,images_ok_raw,5,11,model,3,unripe bunch,0.796925,weak,weak,weak/noise tomatoes_inside 0<2,,3,unripe bunch,3,unripe bunch,,,False,,,False,,0.180392,26496.0,140476.78125,0.0,0.049587,0.049587,0.909091,822.375,363.875,394.875,355.75,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103646_000005.jpg,images_ok_raw,5,12,model,2,unripe,0.694303,weak,weak,weak/noise conf 0.69<0.85,,2,unripe,2,unripe,,,False,,,False,,0.698413,11264.0,14644.464844,0.0,0.0,0.0,1.0,934.5625,385.875,133.625,109.59375,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103646_000005.jpg,images_ok_raw,5,13,model,2,unripe,0.602062,weak,weak,weak/noise conf 0.60<0.85,,2,unripe,2,unripe,,,False,,,False,,0.707094,19776.0,25489.421875,0.0,0.0,0.0,0.976378,1051.3125,452.375,142.25,179.1875,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103647_000006.jpg,images_ok_raw,6,0,model,1,ripe,0.934875,strong,strong,,,1,ripe,1,ripe,,,False,,,False,,0.701923,23360.0,30143.648438,0.691667,0.275,0.966667,0.0,704.75,417.9375,199.875,150.8125,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103647_000006.jpg,images_ok_raw,6,1,model,1,ripe,0.928923,strong,strong,,,1,ripe,1,ripe,,,False,,,False,,0.610714,21888.0,32113.730469,0.979532,0.008772,0.988304,0.0,355.75,341.625,152.46875,210.625,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103647_000006.jpg,images_ok_raw,6,2,model,2,unripe,0.919067,strong,strong,,,2,unripe,2,unripe,,,False,,,False,,0.762667,18304.0,22351.619141,0.0,0.046332,0.046332,0.984556,638.34375,600.5625,187.65625,119.109375,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103647_000006.jpg,images_ok_raw,6,3,model,1,ripe,0.909261,strong,strong,,,1,ripe,1,ripe,,,False,,,False,,0.666667,20480.0,28337.167969,0.936709,0.041139,0.977848,0.0,474.125,461.375,185.4375,152.8125,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103647_000006.jpg,images_ok_raw,6,4,model,1,ripe,0.907964,strong,strong,,,1,ripe,1,ripe,,,False,,,False,,0.690625,14144.0,17997.412109,0.986239,0.0,0.986239,0.0,601.0625,319.765625,123.125,146.171875,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103647_000006.jpg,images_ok_raw,6,5,model,2,unripe,0.902611,strong,strong,,,2,unripe,2,unripe,,,False,,,False,,0.645217,23744.0,32746.5,0.0,0.114706,0.114706,0.967647,861.875,359.125,171.0,191.5,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103647_000006.jpg,images_ok_raw,6,6,model,1,ripe,0.899831,strong,strong,,,1,ripe,1,ripe,,,False,,,False,,0.71345,15616.0,19981.105469,0.971193,0.012346,0.983539,0.0,704.34375,285.46875,136.59375,146.28125,False,,,,,,,,,,,,,,,
session_20260630_103628,images_ok_raw/ok_20260630_103647_000006.jpg,images_ok_raw,6,7,model,2,unripe,0.924689,weak,color_corrected,weak/noise bad_color gy=0.05,unripe_to_ripe_by_mask_color,2,unripe,1,ripe,1,ripe,True,unripe_to_ripe_by_mask_color,0.939815,False,,0.807407,13952.0,16805.347656,0.0,0.990741,0.990741,0.050926,514.21875,600.21875,140.59375,119.53125,False,,,,,,,,,,,,,,,
